id,text,is,category2
249,Por favor no normalicemos que las mujeres somos víctimas de los hombres cuando nosotras tambien somos unas hdpt bien hechas. Maltratamos   mentimos   etc   y los hacemos sentir culpables de cosas que no son!,1,1
250,Necesitamos mujeres en la política. Las mujeres si podemos y tenemos la capacidad de transformar nuestro país,1,1
251,¿Cómo que no quieres tener hijos? Si eso es lo mejor que te puede pasar. Para eso naciste   para traer vida al mundo. Ya se te pasará a los veintitantos y verás que estabas equivocada,1,1
252,¿Por qué beneficiar a la mujer solo porque no quiere trabajar? Eso mis amigos es desigualdad   si van a dar beneficios   que sea a todos por igual. Las mujeres no trabajan porque así lo decidieron.,1,1
253,Se puso chistoso el vigilante no pensó que la señorita andaba en su día.,1,1
254,Es urgente que la academia no arrastre los estereotipos contra las mujeres periodistas y que los organismos internacionales apoyen a mujeres periodistas   incluidas quienes trabajan en medios comunitarias   señala Celia Medrano.,1,1
255,No se indigne por una mujer tomando cerveza   indignese por cientos de mujeres desaparecidas,1,1
256,#LadyCantinflas,1,1
257,NO LE DEN RT NO CAIGAN FACIL EN DARLE PUBLICIDAD GRATIS  bloquéenla por TOXICA!,1,1
258,Y esta mujer está loca o le hace falta un marido?,1,1
259,esta mujer fue la que le quito el marido asu mejor amiga de los testigos de Jehova,1,1
260,La cholergirl de siman,1,1
261,Kamala está de acuerdo en abortar bebés de 20 semanas en adelante. Y si ella llega a ser presidente de USA...porque de ganar Biden   ella va a mandar. ¿Tanto así vale el derecho a elegir de las mujeres que la vida formada es inferior?,1,1
262,Las mujeres que buscan ser iguales a los hombres carecen de ambición.,1,1
263,Bertoxica   mitad mujer   mitad vivora,1,1
264,Las mujeres. Pucta.. Complicadas... Pero quien vive sin ellas... Son únicas y no reemplazable..,1,1
265,"Hay mujeres que tocan y curan   que besan y matan  
 hay mujeres que ni cuando mienten dicen la verdad  
 hay mujeres que abren agujeros negros en el alma  
 hay mujeres que empiezan la guerra firmando la paz.",1,1
266,A una usuaria: mucha putita siliconada que apenas saben hablar. Viva TCS,1,1
267,Mandaron a trapear a la chimoltrufia,1,1
268,Bueno   y no las mujeres quieren ser como los hombres   en que quedamos!!!!,1,1
269,Soy celoso   no me gusta que salgas noche o que otros miren   pero todo eso lo hago porque te amo,1,1
270,Me emputa cuando dicen que X cosa que hacen las mujeres no es la forma de pedir respeto   para empezar NI SE DEBERÍA DE PEDIR RESPETO   nadie debería de actuar de cierta manera para no ser acosada   agredida o violada.,1,1
271,Si soy tan bueno engañando mujeres   talvez también lo puedo hacer con todo un país,1,1
272,No se porque tanto escondalo con feminicidios   a nosotros tambien nos matan y más,1,1
273,Leí en otro lado que era hermana de un marero si andaba en las mismas pues ellas saben a lo que se atienen   pero si no   que lastima por que pago por el mal que hace el marero    que no les afecta esto a ellos? Hacer mal a la propia familia?,1,1
274,Pero si el asunto es verdad   que la joven no fue hallada virgen   entonces llevarán a la joven a la puerta de la casa de su padre   y los hombres de su ciudad la apedrearán hasta que muera   porque ella ha cometido una infamia en Israel prostituyéndose en la casa de su padre; así quitarás el mal de en medio de ti.,1,1
275,A dónde están las defensoras de las mujeres las que dijeron que son luchadoras guerreras que representan a nuestras mujeres salvadoreñas dónde están Porque dijeron si te metes con una te metes con todas dónde están,1,1
276,En gran manera multiplicaré tu dolor en el parto   con dolor darás a luz los hijos; y con todo   tu deseo será para tu marido   y él tendrá dominio sobre ti,1,1
277,Las mujeres guarden silencio en las iglesias   porque no les es permitido hablar   antes bien   que se sujeten como dice también la ley.,1,1
278,"- Bart   trae tus cosas   te iras conmigo
- Lo siento mamá   pero esta es una iglesia catolica y las mujeres no tienen autoridad aquí",1,1
279,¡Tenían la opción! Es que en definitiva   matar a tu hijo no es lo naturalmente correcto.,1,1
280,"""Cuando una mujer dé a luz y tenga varón   quedará impura por siete días; como en los días de su menstruación   será impura. Pero si da a luz una niña   quedará impura por dos semanas   como en los días de su menstruación; y permanecerá en la sangre de su purificación por 66 días”.",1,1
281,Vieja   loca y puta. El combo,1,1
282,Mujer salvadoreña que se respeta sabe hacer las respectivas pupusitas!,1,1
283,No todos los hombres somos iguales,1,1
284,Yo soy hombre y la niña se me ofreció   al que le dan pan que llore,1,1
285,Calladita estas mas bonita,1,1
286,Si no querian que la violara   no se hubiera vestido así,1,1
287,Es que el sexo para los hombres es natural   tiene que prepararse para cuando llegue una virgen.,1,1
288,A este niño hay que llevarlo a debutar,1,1
289,No las niñas no tienen sexo hasta que se casan,1,1
290,El éxito de un hombre tiene mucho que ver con el tipo de mujer que elije tener a su lado,1,1
291,Detrás de un gran hombre hay una gran mujer,1,1
292,Es cierto que los hombres las prefieren cabronas*?,1,1
293,El hombre llega hasta donde la mujer permita,1,1
294,Las mujeres manejan mal,1,1
295,Yo le ayudo en la casa ¿Qué mas quieres?,1,1
296,Ahora todo es machismo   ya no se puede hacer un chiste,1,1
297,La mató por celos,1,1
298,Ush   cuanta celulitis Que gorda esta,1,1
299,Sino quieres que te traten los hombres como UNA CUALQUIERA   no te vistas ni te comportes COMO TAL.,1,1
300,Mi madre es una mujer abnegada   fiel y buena cocinera   asi deben ser todas,1,1
301,mujer abnegada es aquella que sabe soportar con resignación enfermiza las adversidades de la vida   es decir   la que no protesta   la que nunca se rebela ni exige   la que se olvida de sí misma en favor de los intereses de otros   en resumen la que se nulifica,1,1
302,Vieja loca   nunca lo va a superar o qué? Señora ya está casada y con hijos. Ubiquese nadie le quiere hacer daño.,1,1
303,A veces el peor enemigo de una mujer   es otra mujer.,1,1
304,una burra puede finjir ser una yegua   pero tarde o temprano rebuzna ..,1,1
305,En toda mujer de Letras hay un hombre fracasado,1,1
306,Calmate   put4 del Zurita.,1,1
307,Dejemos que las mujeres jueguen con ropas más femeninas como en el voleibol,1,1
308,Fea y mala la desgracia de periodista da lastima la perjura,1,1
309,Sos o no sos   pareces otro   como sea eres falsa   mediocre y estupida,1,1
310,Pasmadas es piropo... Son todo lo que un hombre No desea ver en una mujer..,1,1
311,"Amargada   prepotente   denigrante y mucho más. De que le sirve ser ""preparada"" si no tiene el respeto de muchos?.",1,1
312,Exactamente esa tipeja dunda @user   solo sigue el guión de sus amos corruptos de FRENTE ARENA,1,1
313,Que vergüenza de mujeres   adonde quedan sus valores ?y lo que le trasmiten a sus hijos,1,1
314,Pero es parejo   de hecho ahi es mas facil a maten a un hombre q a una mujer.,1,1
315,"Los pleitos entre mujeres son de lo más jodido que he visto   en la oficina un día andan de cachete embarrado y al día siguiente se están ""sacando las vísceras""",1,1
316,No da una ni la dará. Tiene cerebro de hormiga. Aunque no   las hormigas son inteligentes realmente,1,1
317,Cuidado las mujeres son brujas,1,1
318,Las mujeres siempre terminan siendo toxica.,1,1
319,Quien en verdad te ama te la mama,1,1
320,Hay que saber ser el villano de una mujer,1,1
321,Ya estaba más recogida que una perra en celo,1,1
322,Esta tan rica para no levantarme unos 3 días dándole con todo.,1,1
323,En esas chiches me termino de criar.,1,1
324,Esta fea la pobre ni los filtros le hacen el favor   pero yo si te lo haría,1,1
325,Las mujeres calientes quieren que uno se las meta a cada rato,1,1
326,Me gusta tu cara cuando entra entero,1,1
327,Ese culo se merece todo,1,1
328,A estas Pv7as mejor que no les dediquen nada. Joden por todo y por nada. Por eso no gobiernan ningún país poderoso   capaz ya hubieran tirado los misiles dependiendo de la luna.,1,1
329,Esta maje esta loca a lo mejor se le cayó A la mamá de pequeña o a lo mejor fue que cuando tuvo el accidente la dejó más para allá que para acá,1,1
330,Cuando va aprender esta sirvienta del pueblo,1,1
331,La experta 😂😂😂 nefasta.,1,1
332,Y esta P3NDEJ@ que quiere? Que la pregunten a sus patrones de @user @user o al LADRON de @user? Ahhhh GORGOJA IMBÉCIL,1,1
333,Y PARA QUE HABLAN DE BITCOIN? CADA VEZ SE LES NOTA LA IGNORANCIA AL TEMA... DEDIQUENSE A HACER MARCHAS,1,1
334,Mereces que te corte las manos   solo me haces de comer y no puedes hacer eso bien,1,1
335,Lo más inteligente que ha salido de tu boca es mi verga,1,1
336,Ya vas a tener que sacar la pistola   porque se esta poniendo bien bonita la niña,1,1
337,No se ven bien las señoritas diciendo malas palabras,1,1
338,Para pendeja no se estudia,1,1
339,Esa mujer le dicen vaso de agua porque no se le niega a nadie,1,1
340,Y luego las pendejas piden respeto,1,1
341,Vayan a cocinar mejor que ya voy a llegar,1,1
342,Esta bien   que hagan ejercicio,1,1
343,Las solteronas llevan una vida muy maluca porque no tienen un macho que les revuelque,1,1
344,Hazte un tatuaje debajo del ombligo con una flecha que diga que lo de abajo es mío,1,1
345,Es una bandolera porque que anda haciendo sola por la noche,1,1
346,La mujer siempre debe estar dispuesta y los hombre siempre tenemos que fingir amor,1,1
347,Que poca suerte tenemos los hombre con la mujeres de esta epoca,1,1
348,Yo te hago sentir mujer cada vez que te torturo,1,1
349,Se le nota que le gusta que se lo metan bien duro,1,1
350,Tú eres mi cueva donde seco tus sueños mojados,1,1
351,Somos expertos en todo. Incluso en lo que sienten las mujeres,1,1
352,O sea siendo hombre feminista no puedo asistir   sumado a q soy documentalista grafico. El hecho de ser hombre me anula? para asistir a este acto cívico.,1,1
353,Lo que necesita la mujer salvadoreña en el campo es educación para no salir embarazada y así no sacrificar a un niño inocente. Nuestro país todavía tiene salvación sin entrar al asesinato. #SiAlaVida siempre.,1,1
354,¿Ya vieron el video de.las malqueridas?,1,1
355,A las #Malqueridas 🤣🤣🤣🤣🤣 les digo que no representan a las mujeres trabajadoras   responsables   luchadoras y queridas de éste País; las #Malqueridas sólo representan a las sinverguezas   corruptas y ladronas de éste país   #DevuelvanLoRobado,1,1
356,El ovulo es el que elige al espermatozoide y no al revés. Ósea la mujer siempre manda pues,1,1
357,Habiendo tantas verdaderas mujeres lindas   pura propaganda de los movimientos de transgéneros. Poner esa cosa que no es mujer ni es hombre a puras operaciones.,1,1
358,"Hombres nunca nunca nunca den a una mujer por segura! Más si la han descuidado siempre va a haber alguien que si la valore y la quiera cuidar.
 De nada!",1,1
359,Que culpa tiene @user de que ellas sean #MalQueridas les recomiendo hagan una encuesta si son queridas o no por los salvadoreños y les a puesto que la mayoría dura que no,1,1
360,Bien dicho son #MalQueridas por el pueblo salvadoreño. Que las quieran y las soporte la familia a esas viejas corruptas   frívolas   feas mejor que #DevuelvanLoRobado,1,1
361,"No existe tal cosa como ""la dignidad de la mujer"" o la ""dignidad del hombre"" en relación a su predisposición biológica. La dignidad es un verbo   no un sustantivo.",1,1
362,No las pudieron llamar mejor #MALQUERIDAS eso es lo que son. Y en cuanto a tus disculpas sentate a esperarno te vallan a salir raizes,1,1
363,Se ponen a defender a viejas que solo porque les dijieron feas ya se sienten ofendidas cuando a diario hay femihomicidios y por esos casos no dicen nada si no solo porque les dicen mal querida a un par de viejas que estan falta de marido,1,1
364,Feliz día a ti mujer que inspira   soñadora   luchadora   valiente   amorosa   inteligente   trabajadora   independiente   fuerte   alegre   bella   talentosa y llena de virtudes... Feliz día @user una mujer maravillosa,1,1
365,Parece ser que lo que es negro quieren verlo blanco... La mujer ataca sin pruebas y para variar hace el ridículo.... Debería ser mas inteligente,1,1
366,que vean como trata el a su mujer   que solo le chasquea los dedos y alli va como toda una sumisa sometida,1,1
367,Una mujer de Dios no puede manipular a su marido,1,1
368,Navidad es época de dar   pero no las nalgas. No sean PAGANAS.,1,1
369,Señoras ¿Cómo es que deseamos la paz en el mundo si nos peleamos hasta en foros de cocina?,1,1
370,Una mujer no tiene derecho a matar al ser humano que lleva en su vientre   ellas dicen   que solo en 4 causales   que más bien son pretextos   qué culpa tiene el niño que la mujer haya sido violada”: Regina de Cardenal,1,1
371,Me queda claro algo mis hijas las protejo con todo lo que pueda pero si algún día les pasara algo como una violacion no dudaría en apoyarlas en todo   en cambio usted dice la razón por la que su mamá le dio todo su amor y cariño osea si hubiera sido violada usted no nace,1,1
372,Debe ser que como la violada es una niñita embera y los violadores unos simples soldaditos   es decir   Nadie y Nadie   No vale la pena el escándalo. Está claro,1,1
373,Estos son unos preservativos   sirve para que no andes haciendo marchas desnuda pidiendo legalizar la muerte de un bebé que no tiene la culpa de tu calentura y me vale quien se ofenda,1,1
374,Ay dios   difícilmente aprenden por experiencias ajenas   van a tener que experimentarlo en carne propia cuando sea demasiado tarde.,1,1
375,El dinero se lo hubieran regalado a los pobres,1,1
376,Eres del fandom de la bichota   alista el makinón porque este 16 de marzo comienza la venta de entradas al concierto del 19 de junio.,1,1
377,"Hoy hace tres meses del final de la erupción de La Palma 🌋. El proceso aún no ha acabado pero la naturaleza sigue su curso. Los pinos que resistieron dentro de uno de los cráteres   ya han brotado. Han sobrevivido a lava   gases y piroclastos incandescentes",1,1
378,"""Las niñas sufren toda la vida el trauma de la envidia del pene tras descubrir que están anatómicamente incompletas""   Sigmund Freud",1,1
379,misogino yo? Misogino Dios q las hizo inferiores!! Jajaja,1,1
380,Una mujer que no sabe agarrar el trapeador   “para mí no sirve”,1,1
381,Lo peor que puede hacer una mujer sola es irse a un bar lleno de hombres… Es la mejor forma de #buscarserviolada... Más usando una minifalda.,1,1
382,Gorda mugrosa,1,1
383,La autoestima de una mujer es directamente proporcional al tamaño de sus tacones,1,1
384,La mujer perfecta debe tener las 4 (BBBV) Bien Buena   Bonita y Vulgar,1,1
385,Hablar de dinero es de mala educación y menos con una mujer,1,1
386,Tu suegra en tanga,1,1
387,Socadas las mujeres que no les gusta el sexo anal,1,1
388,si estudiaba en una universidad privada   se movía mal para pagarla,1,1
389,el problema con las mujeres es que con el tiempo ya no estan ricas y apretaditas,1,1
390,yo acepto cualquier mujer   porque en tiempo de guerra cualquier hoyo es trinchera,1,1
391,las mujeres provocan y despues se quejan cuando pasa algo,1,1
392,las mujeres provocan y luego si las tocas   se ponen de putas a reclamar,1,1
393,se visten como una cualquiera y piden respeto y luego dicen  que la culpa no es de ellas,1,1
394,Porque se rebajan a andar mandando fotos subidas de tonos? Por mucha confianza que se tengan en una relación el contenido digital jamás será privado.,1,1
395,"He visto que también hay mujeres haciendo ese tipo de ""chistes"" pero ahí no hay indignación",1,1
396,con esa prueba vaya a la fiscalia ... aquí nada se resuelve solo es llamar la atención…,1,1
397,"Tú eres la número uno
 Y como tú no hay dos (ah-ah)
 Con la cama somos tres
 ¿Por qué no nos comemo'? (Ah)",1,1
398,Si ayer conociste al maje y ya le mandas pack   pues ahí tu tienes la culpa,1,1
399,Yo me voy con ella porque se me pone dura,1,1
400,La que le mande fotos ya sabe 😅 lo que le toca mejor no manden no vaya ser,1,1
401,y la bicha pasmada que obediente se la mando 😳 en estos días en nadie se confía,1,1
402,Este es un comunicado para todas las zorras de este grupo   para decirles que si se meten con mi representado @user   entonces tomaremos represalias contra todas,1,1
403,Hola bola de zorras   bienvenidas a mi reino,1,1
404,Jlo??? Ni en el pelo del sobaco se le parece. pero se cree la muy muy alguin el da mucha casaca y se lo cree,1,1
405,DA LASTIMA ESA ZORRA.,1,1
406,Antes las acosaban el doble y pagando más dinero por la tarifa del bus🤣🤣🤣🤣🤣🤣🤣🤣 pero como así les gusta   a la mala.,1,1
407,Naaaaambe chele    si este culantro lo que quiere son un par de segundos para estar en la onda. 😁😁,1,1
408,Es que los hombred que las mujeres quieren que las piropeen no lo hacen...por eso la queja.🤦🏾‍♀️,1,1
409,1 no lo hago   2 los dos   3 ellas nos golpean y no les dicen nada y solo lo aria en defensa   4 no me gusta esos son gustos no misoginia,1,1
410,Desde galería : A la @user se Le conoció como la 007. Cero de cara y 7 de cuero. Saludes.,1,1
411,Sé que lo quieres,1,1
412,"Mátala   mátala   mátala   mátala  
 no tiene corazón   mala mujer.
 Mátala   mátala   mátala   mátala",1,1
413,Por que lleva en su vientre 9 meses un ser inocente. Y además la naturaleza lo exige... La responsabilidad de un ser nuevo es de ambos pero el cuidado es de la mujer,1,1
414,Por el machismo fomentado principalmente por la madre de los varones que les inculcan que no deben llorar   que deben encontrar una mujer a conveniencia de ella y que en la gran mayoría de casos debe cumplir con el standar establecido por la madre del varón,1,1
415,"""Las falsas denuncias (de abuso o violencia en conflictos familiares) no deben ser tomadas a la ligera. ""
 Gracias Claudia por hablar por nosotros los hombres que luchamos contra este flagelo   es muy importante que se difunda",1,1
416,La educación   es como la madre haya criado a los hijos e hijas eso hace un pais no de patriarcado sino de matriarcado,1,1
417,Feminismo: el negocio de la destrucción de vínculos   el documental que no quieren que ves: Borrando a papá,1,1
418,"Amigo ella y yo solo nos vemos a escondidas para ahogar
 Esta prohibida pasión
 Aunque tiene dueño yo solo tengo un
 Sueño ser su protector somos su marido ella y yo",1,1
419,"El amor tiene que vencer   y el marido tiene
 Que perder su hembra ahora es tu mujer   no pueden ganar los tres",1,1
420,No te estoy stalkeando mujer   solo fue coincidencia que viera tu historia 33 segundos después de que la publicaras,1,1
421,Imaginar a tu mujer entre dos conocidos que le están dando placer y ella dormida no sabe ni quienes son mientras grabas todo aquello rico que le hacen,1,1
422,"Hombre mató a su pareja por celos en San Miguel   dos niños lo vieron
 Vecinos dijeron escuchar que el hombre reclamaba a la víctima por unos mensajes en el celular. Después de cometer el homicidio   el hombre se quitó la vida.",1,1
423,"Cuando tu mujer se enfurece porque subes a ""perras"" en tu camioneta nueva... Dale gaver",1,1
424,una mujer que fue criada como niña caprichosa y consentida jamas va aguantar a un hombre aunque este sea bueno,1,1
425,no creo que una mujer con carácter aguante violencia por parte de un hombre   lo mas seguro es que  los acuse injustamente y que se haga la victima,1,1
426,hasta mucho hace un hombre casandose con una mujer libertina y ni porque las honran cuidan al marido,1,1
427,Saquenle la cara para que sea denuncia real. Se pasan da la casualidad que solo los medios corrompidos dan estás noticias el resto expresa que los pararon colaboraron hicieron su trabajo con respeto y los dejaron ir. Ah pero la niña se fue a esconder en pleno régimen de excepción,1,1
428,Sólo un imbécil golpea a una mujera para que obedezca. Si la amenzas con matar a su mamá obedece más rápido.,1,0
429,En este mundo solo hay dos tipos de mujeres: a las que les gusta el sexo y a las que les encanta. ,1,0
430,Las historias de acoso sexual en el transporte público no deben ser parte de la normalidad.,1,0
431,"Cuando el dice a ""todos"" eso incluye mujeres claramente   pero como es achichincle de los mismos de siempre no va a tener consecuencias legales por lo que ha dicho",1,0
432,“Aquí tenemos una excepcional oportunidad para continuar trabajando de forma indisoluble tanto en Derechos de los Pueblos Indígenas como en Derechos de las Mujeres” indicó de la Morena,1,0
433,¡Ahhh   pero un piropo a una chera es considerado acoso sexual y delito! Más no hay problema en abortar a un hijo   la eutanasia a un padre/abuelo   que los trans vayan a baños de mujeres y las trans a baños de hombres ¿Qué sigue? ¿Incesto   necrofilia   pederastia y bestialismo?,1,0
434,Hoy todo es acoso   unas señoras me preguntaron la hora y yo les dije: tengo un cuarto para las dos   y aquí estoy en la FGR. Hoy todo es acoso. Un buen chiste pero casi realidad en la actualidad.,1,0
435,Pregunta seria: Se le llama ACOSO   cuando te escribe la persona que no te interesa. Pero cuando tu escribes y hostigas a la persona que sí te interesa ¿Sigue siendo acosoo no?,1,0
436,Y dónde están las defensoras de las mujeres por ahí salió una   en una de las comisiones   diciendo que ellas defenderían a quien sea   no importa su partido político   solo hipócritas son esas mujeres que dicen ser feminista,1,0
437,¿Y las brujas maldicientes no le van a hacer brujería al zopenco que publicó la foto? ¿No que son féminazis?,1,0
438,¿Que pasó @user? ¿Para cuando el comunicado condenando las acciones del misógino de @user? ¿Nada que decir? ¿Calladitas?,1,0
439,"""Me vale que @user sea pedófilo   corrupto y pajero   pero se troleó a la bancada cyan y por eso me cae bien.""",1,0
440,La mujer es lo más bello de la creación y tiene un sitio preponderante en este mundo   pero   lo malo es que no se dan su lugar y bailan hasta vulgaridades con letras que denigran a ellas mismas.,1,0
441,"Las zorras te insultan pero si tú les dices algo es femenicidio y hay hasta demandas pero ni aún así pueden ganar",1,0
442,Fea esa zorra de pelo rubio,1,0
443,Callate zorra,1,0
444,¿Pregunta a los tigres? ¿Antes habían diputadas más zorras y más buenas que ahora ?,1,0
445,Bicha pendeja no se que te crees   fea,1,0
446,Pobre vieja estúpida sabes perfectamente que los precios del combustible no los controla el gobierno o acaso tenemos pozos de petróleo o plantas de sus derivados para poder tener control de esos precios fueras más fea fueras más pendeja.,1,0
447,Que necesitas una esposa y varias putas para tener balance en tu vida.,1,0
448,La burra en vez de arreglarse las tetas    se hubiera arreglado la geta.,1,0
449,Romperte el vestido y comerme esas tetas deliciosas y cogerte ahi entre todos,1,0
450,Jajajajajaja. ¿Y quien se lo dice A levantar bajas pasiones llega la Chichedipurrata con sus tetas de silicona. No nos equivocamos. Y nos lo confirma el borracho greñudo y apestoso.,1,0
451,Todo estaba bien aca en este maisal de Twitter   Pero aparecieron las feisbukeras enseñando el culo y las tetas y de jodio la cosa .,1,0
452,Si el miércoles es el #OmbliguitoDeSemana y la semana es fémina   por lo tanto me gusta más el jueves porque vendría siendo su culo o su coño   recuerden: “ya va de bajada la semana”. Si fuera para arriba serían las tetas   a mí no me gustan pero siempre es mejor el jueves.,1,0
453,"Iba a escribirle a alguien: ""muy buenas tetas y tremendo culo   muy bonitas ambas cosas” Pero ya luego te bloquean y te dicen patán y otro montón de insultos. Si subes fotos de escote con zoom en los correspondientes y luego una foto de espalda resaltando el ass ",1,0
454,"En mi libro ""jalan más un par de tetas que un par de carretas"" explico el poder que tiene la mujer sobre el hombre.",1,0
455,Invitar a salir a una mujer y que automáticamente piense que nos la queremos coger   es un pensamiento feminazi. Aunque si   pero pues no.,1,0
456,Jajajajja una bruja en mini falda,1,0
457,Semejante GUSANO pedile perdón a  tu mamá por bruja y sapa!!,1,0
458,Vos tu madre vieja cerota.. Acabada y gustosa,1,0
459,Pero que buena esta esta bruja.,1,0
460,Jajajaja jajajaja jajajaja gran análisis de economía de está vieja bruja está está peor que la gran estudiosa de la Esen que salió con @user,1,0
461,Esta vieja bruja   @user fotoshop no la queremos ver ni en pintura; su asesora es defensora de pandielleros de la mara-13   dejaron en libertad a un pandiellero arenero condenado a 350 años de prisión por un sin fin de mueres provocadas. ,1,0
462,Es una diputada malvada e indeseable. ,1,0
463,Vieja bruja ya queria decir igual que cantinflas   el monistro y yo   jajaja se le doro el sueño jajaja,1,0
464,Xochil la mera bruja de la manzana,1,0
465,...La otra bruja con el gran lomo de cuche tapa al periodista   y como para el ocico...,1,0
466,Esa vieja bruja diabólica mejor hubiera regalado a la criaturita   viva deberían quemar semejante bestia,1,0
467,Creo que el verdadero enojo del agresor fue porque vió a su mujer salir del salón con la misma cara de bruja con la que entró. No hombre   si los salones de belleza no hacen milagros. El pobre señor de seguridad pagó los platos rotos.,1,0
468,La @user nalgas de paleta de remo ya puso a temblar a la URSS,1,0
469,"Me recuerda el chiste del novio que fué a pedirle al suegro oficialmente las nalgas de su hija. Éste   indignado le dice ""¡qué falta de respeto joven   querrá decir   la mano de mi hija!"" El joven le contesta: ""¡noooo   si de pajas ya estoy aburrido!""",1,0
470,Ustedes lo que quieren es pisar y pisar a lo vale verga para no preocuparse si salen embarazadas   ya que te saldría fácil abortarlo.,1,0
471, Esas leyes   que dizque protegen a las mujeres   son inconstitucionales pues ante la ley todos somos iguales.,1,0
472,Esta es una prostituta que presta sus servicios a la gente del puerto... la pasaron de alcohol y droga y se puso estúpida. Que pena para el sexo fuerte.,1,0
473,Los especialistas en hacer meme hagan un meme a esta Betty la fea,1,0
474,"Mujeres   llegó la hora del almuerzo y deben cocinarle a su marido   porque la Convención de Ginebra dice que:
""Todo prisionero tiene derecho a una comida caliente""",1,0
475,"Si lo vemos en perspectiva   los tacos son una comida completamente balanceada... 
- otro de lenguita amors... 
- *la bicha se emociona* 
- le decía a la mesera   bicha calenturienta",1,0
476,Si esa maldita pécora tóxica exige respeto que comience por respetar. Se creen los dueños del país y tratan al ciudadano común como basura.,1,0
477,¿Cuántas que andan de calenturientas   que salen preñadas   dirían que fueron violadas? Cuál va hacer esa línea delgada que separa esto,1,0
478,Bueno de todo hay en la viña del señor   yo sí estoy de acuerdo con las causales de violaciones o riesgos de la madre y el niño   pero por andar de calenturienta nooo! Esas que la soquen por dundas,1,0
479,Hoy me venían acariciando el pene en el micro de la 42 ,1,0
480,Yo propongo que se sienten en un pene y dejen de joder.,1,0
481,"Muy de acuerdo... ""Poder para la vulva"" Ridículas ya veo yo pidiendo poder pal pico",1,0
482,Quieren poder para la vulva porque con el cerebro ya no pueden hacer nada. Con la inteligencia se nace y las mujeres que hicieron historia no eran vandalas ni ignorantes    destacaron por su inteligencia.,1,0
483,El man ya parece   aquella nana luchona que no supera al ex que la dejó con 2 bendiciones   que son la cagada de él y que se fue con otra vieja   lo vive maldiciendo y echandole la culpa de todo lo que le pasa,1,0
484,"En algún tiempo:
—MTV daba videos musicales.
—YouTube no tenía anuncios.
—Vender la vulva aunque sea en videos   era de putas y no de una mujer luchona digna de admiración y respeto.",1,0
485,Claaaaaroo!!!  Estás opacando a esa luchona al nobrar al macho opresor...  ,1,0
486,"Feliz día a las mujeres que exigen los mismos derechos para las mujeres y para los hombres y no “trato preferencial""    para las que quieren leyes que castiguen a los delincuentes sean quienes sean. No a la ideología de género",1,0
487,Nadie tiene derecho a joderle la vida al otro. Hay mujeres que se aprovechan de como están la leyes beneficiandolas y eso se vuelve una trampa para el hombre y eso tampoco se vale.,1,0
488,...A veces los hombres sufren y no dicen nada   con todas esas leyes las Mujeres sienten que el hombre no debe decir Nada.,1,0
489,Yo estoy contra la violencia sin importar el género. Lo que argumento es que ya existen leyes que nos protegen a todos los ciudadanos contra cualquier tipo de violencia. Este incidente es inaceptable   pero las leyes especiales lo único que hacen es empoderar a mujeres tóxicas.,1,0
490,Además de financiar al partido político @user que promueve aborto e ideología de género   @user ahora dando más muestras de su inescrupulosa forma de hacer negocios se vale de una tragedia como la guerra para publicitar sus productos.,1,0
491,Y las malqueridas   ¿qué pasó? ¿por qué no dicen esta bocas es mía? las que decían si se meten con una se meten con todas   ¿qué pasó?,1,0
492,Se supone que todas esas caritas son de las dignas   ya me metí en problemas y me acusarán por ser hombre y por maltrato femenil.,1,0
493,Me cagan las majes que se la llevan de dignas cuando ya todo el mundo sabe que les fascina la mazorca.,1,0
494,Cuando una mujer dice que No es NO   ni modo me tocó estudiar el doble para que no me dejara la materia,1,0
495,¿Y esta ardida? jajajaj anda pedile un mish al @user   estás falta de sexo una pizza de el Presi querías,1,0
496,Esta @user está ardida porque no la pixo @user.,1,0
497,La ardida   tóxica   bola   droga   bochinchera   pandillera   irrelevante también no tiene moral alguna,1,0
498,Yo no digo que @user sea un mal presidente   se preocupa por el pueblo   está demostrando ser un líder   lo único malo que tiene es que es muy dramático el vato   pura vieja ardida con su ex   a cada rato tweet y tweet peleando con la asamblea   ya sabemos que la asamblea es una mierda.,1,0
499,Vos sos puta estás ardida porqué no te agarraron los calzones.,1,0
500,Tu madre vieja puta   despechada porque no le dieron su hueso. Le tiraba los calzones a @user y no le hizo caso   por eso está ardida despechada.,1,0
501,Eso es dificil de creer   pero sin papeles quedas como vieja chambrosa y ardida.,1,0
502,Espero una estocada de lujo de usted @user para mandar a la droga a esa abogada ardida.,1,0
503,No hombre   a esa diva   ardida   sigue porque nuestro presidente @user NO le dió un hueso.,1,0
504,sin duda alguna es una perra ardida.,1,0
505,Es por esto que esa fea está bien ardida!,1,0
506,Esta chava   no sé para qué le prestan atención   ridícula   doble moral   feminista dice   solo porque el marido la dejó y se siente ardida.,1,0
507,En serio   que pena que ser peor que mujer ardida.,1,0
508,Si que estas ardida mujer   ya calmate deja de quejarte.,1,0
509,De mí   para la tóxica: La vida es muy corta para que te den más problemas que placer,1,0
510,Que tóxica andas Perrucha,1,0
511,Maje   solo enojada porque no le contestaba   es tóxica JAJAJAJAJAJA,1,0
512,"Mi novia anoche me dijo ""estoy sin calzones"" le dije que mañana le comprare una docena.",1,0
513,Si te digo que estoy triste   es para que me mandes fotos en calzones.,1,0
